,ds,yhat
187,2023-09-16,113.80986855889012
188,2023-09-17,19.745642516666365
189,2023-09-18,51.304208948543874
190,2023-09-19,47.20390004566285
191,2023-09-20,62.61588896218982
192,2023-09-21,59.21333582827896
193,2023-09-22,64.7862565721091
194,2023-09-23,115.15509769774646
195,2023-09-24,21.05027722810123
196,2023-09-25,52.52940296115339
197,2023-09-26,48.3127105440877
198,2023-09-27,63.57408145406696
199,2023-09-28,59.9901347569045
200,2023-09-29,65.35502750567575
201,2023-09-30,115.4939479996925
202,2023-10-01,21.14256337618356
203,2023-10-02,52.36413414786101
204,2023-10-03,47.88483983278508
205,2023-10-04,62.88467758555403
206,2023-10-05,59.04642967707554
207,2023-10-06,64.17033680247481
208,2023-10-07,114.08746367588189
209,2023-10-08,19.53902071292032
210,2023-10-09,37.009923224950064
211,2023-10-10,45.98116976244264
212,2023-10-11,60.886298709069045
213,2023-10-12,56.99459666906759
214,2023-10-13,62.10852252098694
215,2023-10-14,112.06044088766183
216,2023-10-15,17.59189562800877
217,2023-10-16,48.770573551279966
218,2023-10-17,44.325506221814734
219,2023-10-18,59.4378751003345
220,2023-10-19,55.789918756955764
221,2023-10-20,61.17958146048875
222,2023-10-21,111.43389130660108
223,2023-10-22,17.288332681168782
224,2023-10-23,48.80392829771425
225,2023-10-24,44.7025767926735
226,2023-10-25,60.15800875485781
227,2023-10-26,56.84485709060526
228,2023-10-27,62.55347778621472
229,2023-10-28,113.1035056103203
230,2023-10-29,19.223405656608975
231,2023-10-30,50.9677318364146
232,2023-10-31,47.05263406353637
233,2023-11-01,62.64697273390725
234,2023-11-02,59.42153220670565
235,2023-11-03,65.16396533943225
236,2023-11-04,115.69244991357894
237,2023-11-05,21.735314534546767
238,2023-11-06,53.34834231972887
239,2023-11-07,49.25029191108006
240,2023-11-08,64.61399289278525
241,2023-11-09,61.11550655572564
242,2023-11-10,66.54898409099006
243,2023-11-11,92.47220566150222
244,2023-11-12,22.426047482710565
245,2023-11-13,53.67162430893775
246,2023-11-14,49.20558936167359
247,2023-11-15,64.21101377804499
248,2023-11-16,60.374304798736645
249,2023-11-17,65.49981234060958
250,2023-11-18,115.42310976874246
251,2023-11-19,20.890214356275933
252,2023-11-20,51.97446466595663
253,2023-11-21,47.411604153352016
254,2023-11-22,62.39043844948109
255,2023-11-23,0.35497353461861536
256,2023-11-24,63.85183913725933
257,2023-11-25,113.97750562557744
258,2023-11-26,19.723370888120535
259,2023-11-27,51.15963071386957
260,2023-11-28,47.016968306822044
261,2023-11-29,62.477270098372244
262,2023-11-30,59.222463966472844
263,2023-12-01,65.04912155719624
264,2023-12-02,115.7818146743481
265,2023-12-03,22.15249170866116
266,2023-12-04,54.217589822830085
267,2023-12-05,50.69342865253779
268,2023-12-06,66.74724746646096
269,2023-12-07,64.0463800557328
270,2023-12-08,70.37320112665448
271,2023-12-09,121.53882586097252
272,2023-12-10,28.262820130643505
273,2023-12-11,60.59062864521496
274,2023-12-12,57.22925860152784
275,2023-12-13,73.3385730651989
276,2023-12-14,70.58068132159008
277,2023-12-15,76.73505381454096
278,2023-12-16,127.61233823808266
279,2023-12-17,33.93413037588516
280,2023-12-18,65.75040440645117
281,2023-12-19,61.77513911422709
282,2023-12-20,77.17749458126322
283,2023-12-21,73.63102844946998
284,2023-12-22,78.92858270376573
285,2023-12-23,128.89582229169184
286,2023-12-24,34.27068525353938
287,2023-12-25,-16.488985675316727
288,2023-12-26,60.17700888560215
289,2023-12-27,74.62757850809038
290,2023-12-28,70.16356763109809
291,2023-12-29,74.59502166015024
292,2023-12-30,123.76376842364148
293,2023-12-31,28.422490535421645
